DATE,KOSPI
2010-01-01,1682.77
2010-01-02,1682.77
2010-01-03,1682.77
2010-01-04,1696.14
2010-01-05,1690.62
2010-01-06,1705.32
2010-01-07,1683.45
2010-01-08,1695.26
2010-01-09,1695.26
2010-01-10,1695.26
2010-01-11,1694.12
2010-01-12,1698.64
2010-01-13,1671.41
2010-01-14,1685.77
2010-01-15,1701.8
2010-01-16,1701.8
2010-01-17,1701.8
2010-01-18,1711.78
2010-01-19,1710.22
2010-01-20,1714.38
2010-01-21,1722.01
2010-01-22,1684.35
2010-01-23,1684.35
2010-01-24,1684.35
2010-01-25,1670.2
2010-01-26,1637.34
2010-01-27,1625.48
2010-01-28,1642.43
2010-01-29,1602.43
2010-01-30,1602.43
2010-01-31,1602.43
2010-02-01,1606.44
2010-02-02,1595.81
2010-02-03,1615.02
2010-02-04,1616.42
2010-02-05,1567.12
2010-02-06,1567.12
2010-02-07,1567.12
2010-02-08,1552.79
2010-02-09,1570.49
2010-02-10,1570.12
2010-02-11,1597.81
2010-02-12,1593.66
2010-02-13,1593.66
2010-02-14,1593.66
2010-02-15,1593.66
2010-02-16,1601.05
2010-02-17,1627.43
2010-02-18,1621.19
2010-02-19,1593.9
2010-02-20,1593.9
2010-02-21,1593.9
2010-02-22,1627.1
2010-02-23,1628.9
2010-02-24,1612.83
2010-02-25,1587.51
2010-02-26,1594.58
2010-02-27,1594.58
2010-02-28,1594.58
2010-03-01,1594.58
2010-03-02,1615.12
2010-03-03,1622.44
2010-03-04,1618.2
2010-03-05,1634.57
2010-03-06,1634.57
2010-03-07,1634.57
2010-03-08,1660.04
2010-03-09,1660.83
2010-03-10,1662.24
2010-03-11,1656.62
2010-03-12,1662.74
2010-03-13,1662.74
2010-03-14,1662.74
2010-03-15,1649.5
2010-03-16,1648.01
2010-03-17,1682.86
2010-03-18,1675.17
2010-03-19,1686.11
2010-03-20,1686.11
2010-03-21,1686.11
2010-03-22,1672.67
2010-03-23,1681.82
2010-03-24,1681.01
2010-03-25,1688.39
2010-03-26,1697.72
2010-03-27,1697.72
2010-03-28,1697.72
2010-03-29,1691.99
2010-03-30,1700.19
2010-03-31,1692.85
2010-04-01,1719.17
2010-04-02,1723.49
2010-04-03,1723.49
2010-04-04,1723.49
2010-04-05,1724.99
2010-04-06,1726.09
2010-04-07,1726.6
2010-04-08,1733.78
2010-04-09,1724.47
2010-04-10,1724.47
2010-04-11,1724.47
2010-04-12,1710.3
2010-04-13,1710.59
2010-04-14,1735.33
2010-04-15,1743.91
2010-04-16,1734.49
2010-04-17,1734.49
2010-04-18,1734.49
2010-04-19,1705.3
2010-04-20,1718.03
2010-04-21,1747.58
2010-04-22,1739.52
2010-04-23,1737.03
2010-04-24,1737.03
2010-04-25,1737.03
2010-04-26,1752.2
2010-04-27,1749.55
2010-04-28,1733.91
2010-04-29,1728.42
2010-04-30,1741.56
2010-05-01,1741.56
2010-05-02,1741.56
2010-05-03,1721.21
2010-05-04,1718.75
2010-05-05,1718.75
2010-05-06,1684.71
2010-05-07,1647.5
2010-05-08,1647.5
2010-05-09,1647.5
2010-05-10,1677.63
2010-05-11,1670.24
2010-05-12,1663.03
2010-05-13,1694.58
2010-05-14,1695.63
2010-05-15,1695.63
2010-05-16,1695.63
2010-05-17,1651.51
2010-05-18,1643.24
2010-05-19,1630.08
2010-05-20,1600.18
2010-05-21,1600.18
2010-05-22,1600.18
2010-05-23,1600.18
2010-05-24,1604.93
2010-05-25,1560.83
2010-05-26,1582.12
2010-05-27,1607.5
2010-05-28,1622.78
2010-05-29,1622.78
2010-05-30,1622.78
2010-05-31,1641.25
2010-06-01,1630.4
2010-06-02,1630.4
2010-06-03,1661.84
2010-06-04,1664.13
2010-06-05,1664.13
2010-06-06,1664.13
2010-06-07,1637.97
2010-06-08,1651.48
2010-06-09,1647.22
2010-06-10,1651.7
2010-06-11,1675.34
2010-06-12,1675.34
2010-06-13,1675.34
2010-06-14,1690.6
2010-06-15,1690.03
2010-06-16,1705.33
2010-06-17,1707.92
2010-06-18,1711.95
2010-06-19,1711.95
2010-06-20,1711.95
2010-06-21,1739.68
2010-06-22,1731.48
2010-06-23,1725.82
2010-06-24,1739.87
2010-06-25,1729.84
2010-06-26,1729.84
2010-06-27,1729.84
2010-06-28,1732.03
2010-06-29,1707.76
2010-06-30,1698.29
2010-07-01,1686.24
2010-07-02,1671.82
2010-07-03,1671.82
2010-07-04,1671.82
2010-07-05,1675.37
2010-07-06,1684.94
2010-07-07,1675.65
2010-07-08,1698.64
2010-07-09,1723.01
2010-07-10,1723.01
2010-07-11,1723.01
2010-07-12,1734.05
2010-07-13,1735.08
2010-07-14,1758.01
2010-07-15,1751.29
2010-07-16,1738.45
2010-07-17,1738.45
2010-07-18,1738.45
2010-07-19,1731.95
2010-07-20,1736.77
2010-07-21,1748.78
2010-07-22,1735.53
2010-07-23,1758.06
2010-07-24,1758.06
2010-07-25,1758.06
2010-07-26,1769.07
2010-07-27,1768.31
2010-07-28,1773.47
2010-07-29,1770.88
2010-07-30,1759.33
2010-07-31,1759.33
2010-08-01,1759.33
2010-08-02,1782.27
2010-08-03,1790.6
2010-08-04,1789.26
2010-08-05,1783.86
2010-08-06,1783.83
2010-08-07,1783.83
2010-08-08,1783.83
2010-08-09,1790.17
2010-08-10,1781.13
2010-08-11,1758.19
2010-08-12,1721.75
2010-08-13,1746.24
2010-08-14,1746.24
2010-08-15,1746.24
2010-08-16,1743.31
2010-08-17,1755.03
2010-08-18,1761.99
2010-08-19,1779.64
2010-08-20,1775.54
2010-08-21,1775.54
2010-08-22,1775.54
2010-08-23,1767.71
2010-08-24,1760.53
2010-08-25,1734.79
2010-08-26,1729.76
2010-08-27,1729.56
2010-08-28,1729.56
2010-08-29,1729.56
2010-08-30,1760.13
2010-08-31,1742.75
2010-09-01,1764.69
2010-09-02,1775.73
2010-09-03,1780.02
2010-09-04,1780.02
2010-09-05,1780.02
2010-09-06,1792.42
2010-09-07,1787.74
2010-09-08,1779.22
2010-09-09,1784.36
2010-09-10,1802.58
2010-09-11,1802.58
2010-09-12,1802.58
2010-09-13,1818.86
2010-09-14,1815.25
2010-09-15,1823.88
2010-09-16,1811.85
2010-09-17,1827.35
2010-09-18,1827.35
2010-09-19,1827.35
2010-09-20,1832.63
2010-09-21,1832.63
2010-09-22,1832.63
2010-09-23,1832.63
2010-09-24,1846.6
2010-09-25,1846.6
2010-09-26,1846.6
2010-09-27,1860.83
2010-09-28,1855.97
2010-09-29,1866.45
2010-09-30,1872.81
2010-10-01,1876.73
2010-10-02,1876.73
2010-10-03,1876.73
2010-10-04,1879.29
2010-10-05,1878.94
2010-10-06,1903.95
2010-10-07,1900.85
2010-10-08,1897.07
2010-10-09,1897.07
2010-10-10,1897.07
2010-10-11,1889.91
2010-10-12,1868.04
2010-10-13,1876.15
2010-10-14,1899.76
2010-10-15,1902.29
2010-10-16,1902.29
2010-10-17,1902.29
2010-10-18,1875.42
2010-10-19,1857.32
2010-10-20,1870.44
2010-10-21,1874.69
2010-10-22,1897.31
2010-10-23,1897.31
2010-10-24,1897.31
2010-10-25,1915.71
2010-10-26,1919.41
2010-10-27,1909.54
2010-10-28,1907.87
2010-10-29,1882.95
2010-10-30,1882.95
2010-10-31,1882.95
2010-11-01,1914.74
2010-11-02,1918.04
2010-11-03,1935.97
2010-11-04,1942.5
2010-11-05,1938.96
2010-11-06,1938.96
2010-11-07,1938.96
2010-11-08,1942.41
2010-11-09,1947.46
2010-11-10,1967.85
2010-11-11,1914.73
2010-11-12,1913.12
2010-11-13,1913.12
2010-11-14,1913.12
2010-11-15,1913.81
2010-11-16,1899.13
2010-11-17,1897.11
2010-11-18,1927.86
2010-11-19,1940.96
2010-11-20,1940.96
2010-11-21,1940.96
2010-11-22,1944.34
2010-11-23,1928.94
2010-11-24,1925.98
2010-11-25,1927.68
2010-11-26,1901.8
2010-11-27,1901.8
2010-11-28,1901.8
2010-11-29,1895.54
2010-11-30,1904.63
2010-12-01,1929.32
2010-12-02,1950.26
2010-12-03,1957.26
2010-12-04,1957.26
2010-12-05,1957.26
2010-12-06,1953.64
2010-12-07,1962.52
2010-12-08,1955.72
2010-12-09,1988.96
2010-12-10,1986.14
2010-12-11,1986.14
2010-12-12,1986.14
2010-12-13,1996.59
2010-12-14,2009.05
2010-12-15,2017.48
2010-12-16,2009.24
2010-12-17,2026.3
2010-12-18,2026.3
2010-12-19,2026.3
2010-12-20,2020.28
2010-12-21,2037.09
2010-12-22,2038.11
2010-12-23,2037.53
2010-12-24,2029.6
2010-12-25,2029.6
2010-12-26,2029.6
2010-12-27,2022.19
2010-12-28,2033.32
2010-12-29,2043.49
2010-12-30,2051
2010-12-31,2051
2011-01-01,2051
2011-01-02,2051
2011-01-03,2070.08
2011-01-04,2085.14
2011-01-05,2082.55
2011-01-06,2077.61
2011-01-07,2086.2
2011-01-08,2086.2
2011-01-09,2086.2
2011-01-10,2080.81
2011-01-11,2088.32
2011-01-12,2094.95
2011-01-13,2089.48
2011-01-14,2108.17
2011-01-15,2108.17
2011-01-16,2108.17
2011-01-17,2099.85
2011-01-18,2096.48
2011-01-19,2115.69
2011-01-20,2106.66
2011-01-21,2069.92
2011-01-22,2069.92
2011-01-23,2069.92
2011-01-24,2082.16
2011-01-25,2086.67
2011-01-26,2110.46
2011-01-27,2115.01
2011-01-28,2107.87
2011-01-29,2107.87
2011-01-30,2107.87
2011-01-31,2069.73
2011-02-01,2072.03
2011-02-02,2072.03
2011-02-03,2072.03
2011-02-04,2072.03
2011-02-05,2072.03
2011-02-06,2072.03
2011-02-07,2081.74
2011-02-08,2069.7
2011-02-09,2045.58
2011-02-10,2008.5
2011-02-11,1977.19
2011-02-12,1977.19
2011-02-13,1977.19
2011-02-14,2014.59
2011-02-15,2010.52
2011-02-16,1989.11
2011-02-17,1977.22
2011-02-18,2013.14
2011-02-19,2013.14
2011-02-20,2013.14
2011-02-21,2005.3
2011-02-22,1969.92
2011-02-23,1961.63
2011-02-24,1949.88
2011-02-25,1963.43
2011-02-26,1963.43
2011-02-27,1963.43
2011-02-28,1939.3
2011-03-01,1939.3
2011-03-02,1928.24
2011-03-03,1970.66
2011-03-04,2004.68
2011-03-05,2004.68
2011-03-06,2004.68
2011-03-07,1980.27
2011-03-08,1996.32
2011-03-09,2001.47
2011-03-10,1981.58
2011-03-11,1955.54
2011-03-12,1955.54
2011-03-13,1955.54
2011-03-14,1971.23
2011-03-15,1923.92
2011-03-16,1957.97
2011-03-17,1959.03
2011-03-18,1981.13
2011-03-19,1981.13
2011-03-20,1981.13
2011-03-21,2003.42
2011-03-22,2013.86
2011-03-23,2012.18
2011-03-24,2036.78
2011-03-25,2054.04
2011-03-26,2054.04
2011-03-27,2054.04
2011-03-28,2056.39
2011-03-29,2072.13
2011-03-30,2091.38
2011-03-31,2106.7
2011-04-01,2121.01
2011-04-02,2121.01
2011-04-03,2121.01
2011-04-04,2115.87
2011-04-05,2130.43
2011-04-06,2126.71
2011-04-07,2122.14
2011-04-08,2127.97
2011-04-09,2127.97
2011-04-10,2127.97
2011-04-11,2122.39
2011-04-12,2089.4
2011-04-13,2121.92
2011-04-14,2141.06
2011-04-15,2140.5
2011-04-16,2140.5
2011-04-17,2140.5
2011-04-18,2137.72
2011-04-19,2122.68
2011-04-20,2169.91
2011-04-21,2198.54
2011-04-22,2197.82
2011-04-23,2197.82
2011-04-24,2197.82
2011-04-25,2216
2011-04-26,2206.3
2011-04-27,2206.7
2011-04-28,2208.35
2011-04-29,2192.36
2011-04-30,2192.36
2011-05-01,2192.36
2011-05-02,2228.96
2011-05-03,2200.73
2011-05-04,2180.64
2011-05-05,2180.64
2011-05-06,2147.45
2011-05-07,2147.45
2011-05-08,2147.45
2011-05-09,2139.17
2011-05-10,2139.17
2011-05-11,2166.63
2011-05-12,2122.65
2011-05-13,2120.08
2011-05-14,2120.08
2011-05-15,2120.08
2011-05-16,2104.18
2011-05-17,2102.41
2011-05-18,2135.78
2011-05-19,2095.51
2011-05-20,2111.5
2011-05-21,2111.5
2011-05-22,2111.5
2011-05-23,2055.71
2011-05-24,2061.76
2011-05-25,2035.87
2011-05-26,2091.91
2011-05-27,2100.24
2011-05-28,2100.24
2011-05-29,2100.24
2011-05-30,2093.79
2011-05-31,2142.47
2011-06-01,2141.34
2011-06-02,2114.2
2011-06-03,2113.47
2011-06-04,2113.47
2011-06-05,2113.47
2011-06-06,2113.47
2011-06-07,2099.71
2011-06-08,2083.35
2011-06-09,2071.42
2011-06-10,2046.67
2011-06-11,2046.67
2011-06-12,2046.67
2011-06-13,2048.74
2011-06-14,2076.83
2011-06-15,2086.53
2011-06-16,2046.63
2011-06-17,2031.93
2011-06-18,2031.93
2011-06-19,2031.93
2011-06-20,2019.65
2011-06-21,2048.17
2011-06-22,2063.9
2011-06-23,2055.86
2011-06-24,2090.81
2011-06-25,2090.81
2011-06-26,2090.81
2011-06-27,2070.29
2011-06-28,2062.91
2011-06-29,2094.42
2011-06-30,2100.69
2011-07-01,2125.74
2011-07-02,2125.74
2011-07-03,2125.74
2011-07-04,2145.3
2011-07-05,2161.75
2011-07-06,2171.19
2011-07-07,2180.59
2011-07-08,2180.35
2011-07-09,2180.35
2011-07-10,2180.35
2011-07-11,2157.16
2011-07-12,2109.73
2011-07-13,2129.64
2011-07-14,2130.07
2011-07-15,2145.2
2011-07-16,2145.2
2011-07-17,2145.2
2011-07-18,2130.48
2011-07-19,2130.21
2011-07-20,2154.95
2011-07-21,2145.04
2011-07-22,2171.23
2011-07-23,2171.23
2011-07-24,2171.23
2011-07-25,2150.48
2011-07-26,2168.7
2011-07-27,2174.31
2011-07-28,2155.85
2011-07-29,2133.21
2011-07-30,2133.21
2011-07-31,2133.21
2011-08-01,2172.31
2011-08-02,2121.27
2011-08-03,2066.26
2011-08-04,2018.47
2011-08-05,1943.75
2011-08-06,1943.75
2011-08-07,1943.75
2011-08-08,1869.45
2011-08-09,1801.35
2011-08-10,1806.24
2011-08-11,1817.44
2011-08-12,1793.31
2011-08-13,1793.31
2011-08-14,1793.31
2011-08-15,1793.31
2011-08-16,1879.87
2011-08-17,1892.67
2011-08-18,1860.58
2011-08-19,1744.88
2011-08-20,1744.88
2011-08-21,1744.88
2011-08-22,1710.7
2011-08-23,1776.68
2011-08-24,1754.78
2011-08-25,1764.58
2011-08-26,1778.95
2011-08-27,0
2011-08-28,0
2011-08-29,1829.5
2011-08-30,1843.82
2011-08-31,1880.11
2011-09-01,1880.7
2011-09-02,1867.75
2011-09-03,1867.75
2011-09-04,1867.75
2011-09-05,1785.83
2011-09-06,1766.71
2011-09-07,1833.46
2011-09-08,1846.64
2011-09-09,1812.93
2011-09-10,1812.93
2011-09-11,1812.93
2011-09-12,1812.93
2011-09-13,1812.93
2011-09-14,1749.16
2011-09-15,1774.08
2011-09-16,1840.1
2011-09-17,1840.1
2011-09-18,1840.1
2011-09-19,1820.94
2011-09-20,1837.97
2011-09-21,1854.28
2011-09-22,1800.55
2011-09-23,1697.44
2011-09-24,1697.44
2011-09-25,1697.44
2011-09-26,1652.71
2011-09-27,1735.71
2011-09-28,1723.08
2011-09-29,1769.29
2011-09-30,1769.65
2011-10-01,1769.65
2011-10-02,1769.65
2011-10-03,1769.65
2011-10-04,1706.19
2011-10-05,1666.52
2011-10-06,1710.32
2011-10-07,1759.77
2011-10-08,1759.77
2011-10-09,1759.77
2011-10-10,1766.44
2011-10-11,1795.02
2011-10-12,1809.5
2011-10-13,1823.1
2011-10-14,1835.4
2011-10-15,1835.4
2011-10-16,1835.4
2011-10-17,1865.18
2011-10-18,1838.9
2011-10-19,1855.92
2011-10-20,1805.09
2011-10-21,1838.38
2011-10-22,1838.38
2011-10-23,1838.38
2011-10-24,1898.32
2011-10-25,1888.65
2011-10-26,1894.31
2011-10-27,1922.04
2011-10-28,1929.48
2011-10-29,1929.48
2011-10-30,1929.48
2011-10-31,1909.03
2011-11-01,1909.63
2011-11-02,1898.01
2011-11-03,1869.96
2011-11-04,1928.41
2011-11-05,1928.41
2011-11-06,1928.41
2011-11-07,1919.1
2011-11-08,1903.14
2011-11-09,1907.53
2011-11-10,1813.25
2011-11-11,1863.45
2011-11-12,1863.45
2011-11-13,1863.45
2011-11-14,1902.81
2011-11-15,1886.12
2011-11-16,1856.07
2011-11-17,1876.67
2011-11-18,1839.17
2011-11-19,1839.17
2011-11-20,1839.17
2011-11-21,1820.03
2011-11-22,1826.28
2011-11-23,1783.1
2011-11-24,1795.06
2011-11-25,1776.4
2011-11-26,1776.4
2011-11-27,1776.4
2011-11-28,1815.28
2011-11-29,1856.52
2011-11-30,1847.51
2011-12-01,1916.18
2011-12-02,1916.04
2011-12-03,1916.04
2011-12-04,1916.04
2011-12-05,1922.9
2011-12-06,1902.82
2011-12-07,1919.42
2011-12-08,1912.39
2011-12-09,1874.75
2011-12-10,1874.75
2011-12-11,1874.75
2011-12-12,1899.76
2011-12-13,1864.06
2011-12-14,1857.75
2011-12-15,1819.11
2011-12-16,1839.96
2011-12-17,1839.96
2011-12-18,1839.96
2011-12-19,1776.93
2011-12-20,1793.06
2011-12-21,1848.41
2011-12-22,1847.49
2011-12-23,1867.22
2011-12-24,1867.22
2011-12-25,1867.22
2011-12-26,1856.7
2011-12-27,1842.02
2011-12-28,1825.12
2011-12-29,1825.74
2011-12-30,1825.74
2011-12-31,1825.74
2012-01-01,1825.74
2012-01-02,1826.37
2012-01-03,1875.41
2012-01-04,1866.22
2012-01-05,1863.74
2012-01-06,1843.14
2012-01-07,1843.14
2012-01-08,1843.14
2012-01-09,1826.49
2012-01-10,1853.22
2012-01-11,1845.55
2012-01-12,1864.57
2012-01-13,1875.68
2012-01-14,1875.68
2012-01-15,1875.68
2012-01-16,1859.27
2012-01-17,1892.74
2012-01-18,1892.39
2012-01-19,1914.97
2012-01-20,1949.89
2012-01-21,1949.89
2012-01-22,1949.89
2012-01-23,1949.89
2012-01-24,1949.89
2012-01-25,1952.23
2012-01-26,1957.18
2012-01-27,1964.83
2012-01-28,1964.83
2012-01-29,1964.83
2012-01-30,1940.55
2012-01-31,1955.79
2012-02-01,1959.24
2012-02-02,1984.3
2012-02-03,1972.34
2012-02-04,1972.34
2012-02-05,1972.34
2012-02-06,1973.13
2012-02-07,1981.59
2012-02-08,2003.73
2012-02-09,2014.62
2012-02-10,1993.71
2012-02-11,1993.71
2012-02-12,1993.71
2012-02-13,2005.74
2012-02-14,2002.64
2012-02-15,2025.32
2012-02-16,1997.45
2012-02-17,2023.47
2012-02-18,2023.47
2012-02-19,2023.47
2012-02-20,2024.9
2012-02-21,2024.24
2012-02-22,2028.65
2012-02-23,2007.8
2012-02-24,2019.89
2012-02-25,2019.89
2012-02-26,2019.89
2012-02-27,1991.16
2012-02-28,2003.69
2012-02-29,2030.25
2012-03-01,2030.25
2012-03-02,2034.63
2012-03-03,2034.63
2012-03-04,2034.63
2012-03-05,2016.06
2012-03-06,2000.36
2012-03-07,1982.15
2012-03-08,2000.76
2012-03-09,2018.3
2012-03-10,2018.3
2012-03-11,2018.3
2012-03-12,2002.5
2012-03-13,2025.04
2012-03-14,2045.08
2012-03-15,2043.76
2012-03-16,2034.44
2012-03-17,2034.44
2012-03-18,2034.44
2012-03-19,2047
2012-03-20,2042.15
2012-03-21,2027.23
2012-03-22,2026.12
2012-03-23,2026.83
2012-03-24,2026.83
2012-03-25,2026.83
2012-03-26,2019.19
2012-03-27,2039.76
2012-03-28,2031.74
2012-03-29,2014.41
2012-03-30,2014.04
2012-03-31,2014.04
2012-04-01,2014.04
2012-04-02,2029.29
2012-04-03,2049.28
2012-04-04,2018.61
2012-04-05,2028.77
2012-04-06,2029.03
2012-04-07,2029.03
2012-04-08,2029.03
2012-04-09,1997.08
2012-04-10,1994.41
2012-04-11,1994.41
2012-04-12,1986.63
2012-04-13,2008.91
2012-04-14,2008.91
2012-04-15,2008.91
2012-04-16,1992.63
2012-04-17,1985.3
2012-04-18,2004.53
2012-04-19,1999.86
2012-04-20,1974.65
2012-04-21,1974.65
2012-04-22,1974.65
2012-04-23,1972.63
2012-04-24,1963.42
2012-04-25,1961.98
2012-04-26,1964.04
2012-04-27,1975.35
2012-04-28,1975.35
2012-04-29,1975.35
2012-04-30,1981.99
2012-05-01,1981.99
2012-05-02,1999.07
2012-05-03,1995.11
2012-05-04,1989.15
2012-05-05,1989.15
2012-05-06,1989.15
2012-05-07,1956.44
2012-05-08,1967.01
2012-05-09,1950.29
2012-05-10,1944.93
2012-05-11,1917.13
2012-05-12,1917.13
2012-05-13,1917.13
2012-05-14,1913.73
2012-05-15,1898.96
2012-05-16,1840.53
2012-05-17,1845.24
2012-05-18,1782.46
2012-05-19,1782.46
2012-05-20,1782.46
2012-05-21,1799.13
2012-05-22,1828.69
2012-05-23,1808.62
2012-05-24,1814.47
2012-05-25,1824.17
2012-05-26,1824.17
2012-05-27,1824.17
2012-05-28,1824.17
2012-05-29,1849.91
2012-05-30,1844.86
2012-05-31,1843.47
2012-06-01,1834.51
2012-06-02,1834.51
2012-06-03,1834.51
2012-06-04,1783.13
2012-06-05,1801.85
2012-06-06,1801.85
2012-06-07,1847.95
2012-06-08,1835.64
2012-06-09,1835.64
2012-06-10,1835.64
2012-06-11,1867.04
2012-06-12,1854.74
2012-06-13,1859.32
2012-06-14,1871.48
2012-06-15,1858.16
2012-06-16,1858.16
2012-06-17,1858.16
2012-06-18,1891.71
2012-06-19,1891.77
2012-06-20,1904.12
2012-06-21,1889.15
2012-06-22,1847.39
2012-06-23,1847.39
2012-06-24,1847.39
2012-06-25,1825.38
2012-06-26,1817.81
2012-06-27,1817.65
2012-06-28,1819.18
2012-06-29,1854.01
2012-06-30,1854.01
2012-07-01,1854.01
2012-07-02,1851.65
2012-07-03,1867.82
2012-07-04,1874.45
2012-07-05,1875.49
2012-07-06,1858.2
2012-07-07,1858.2
2012-07-08,1858.2
2012-07-09,1836.13
2012-07-10,1829.45
2012-07-11,1826.39
2012-07-12,1785.39
2012-07-13,1812.89
2012-07-14,1812.89
2012-07-15,1812.89
2012-07-16,1817.79
2012-07-17,1821.96
2012-07-18,1794.91
2012-07-19,1822.96
2012-07-20,1822.93
2012-07-21,1822.93
2012-07-22,1822.93
2012-07-23,1789.44
2012-07-24,1793.93
2012-07-25,1769.31
2012-07-26,1782.47
2012-07-27,1829.16
2012-07-28,1829.16
2012-07-29,1829.16
2012-07-30,1843.79
2012-07-31,1881.99
2012-08-01,1879.93
2012-08-02,1869.4
2012-08-03,1848.68
2012-08-04,1848.68
2012-08-05,1848.68
2012-08-06,1885.88
2012-08-07,1886.8
2012-08-08,1903.23
2012-08-09,1940.59
2012-08-10,1946.4
2012-08-11,1946.4
2012-08-12,1946.4
2012-08-13,1932.44
2012-08-14,1956.96
2012-08-15,1956.96
2012-08-16,1957.91
2012-08-17,1946.54
2012-08-18,1946.54
2012-08-19,1946.54
2012-08-20,1946.31
2012-08-21,1943.22
2012-08-22,1935.19
2012-08-23,1942.54
2012-08-24,1919.81
2012-08-25,1919.81
2012-08-26,1919.81
2012-08-27,1917.87
2012-08-28,1916.33
2012-08-29,1928.54
2012-08-30,1906.38
2012-08-31,1905.12
2012-09-01,1905.12
2012-09-02,1905.12
2012-09-03,1912.71
2012-09-04,1907.13
2012-09-05,1874.03
2012-09-06,1881.24
2012-09-07,1929.58
2012-09-08,1929.58
