DATE,GOLDAMGBD228NLBM
2017-03-30,1252.9
2017-03-31,1250.9
2017-04-03,1241.7
2017-04-04,1246.25
2017-04-05,1258.65
2017-04-06,1252.5
2017-04-07,1253.75
2017-04-10,1264.3
2017-04-11,1253.6
2017-04-12,1255.7
2017-04-13,1272.3
2017-04-18,1286.1
2017-04-19,1285
2017-04-20,1282.05
2017-04-21,1279.9
2017-04-24,1281.5
2017-04-25,1271.8
2017-04-26,1270.5
2017-04-27,1264.95
2017-04-28,1264.3
2017-05-02,1265.55
2017-05-03,1255.8
2017-05-04,1253.95
2017-05-05,1235.85
2017-05-08,1239.4
2017-05-09,1229.7
2017-05-10,1225.15
2017-05-11,1222.95
2017-05-12,1221
2017-05-15,1227.9
2017-05-16,1231.5
2017-05-17,1234.05
2017-05-18,1244.6
2017-05-19,1261.35
2017-05-22,1251.85
2017-05-23,1255.25
2017-05-24,1259.9
2017-05-25,1251.35
2017-05-26,1257.1
2017-05-30,1265
2017-05-31,1262.8
2017-06-01,1263.8
2017-06-02,1266.15
2017-06-05,1260.95
2017-06-06,1280.7
2017-06-07,1287.85
2017-06-08,1292.7
2017-06-09,1284.8
2017-06-12,1274.25
2017-06-13,1269.25
2017-06-14,1261.3
2017-06-15,1268.25
2017-06-16,1260.25
2017-06-19,1256.6
2017-06-20,1251.1
2017-06-21,1246.5
2017-06-22,1247.05
2017-06-23,1251.4
2017-06-26,1256.3
2017-06-27,1240.85
2017-06-28,1250.4
2017-06-29,1251.6
2017-06-30,1246.6
2017-07-03,1243.25
2017-07-04,1235.2
2017-07-05,1224.25
2017-07-06,1221.9
2017-07-07,1224.3
2017-07-10,1220.4
2017-07-11,1207.55
2017-07-12,1211.9
2017-07-13,1219.4
2017-07-14,1221.4
2017-07-17,1218.95
2017-07-18,1229.85
2017-07-19,1237.1
2017-07-20,1239.85
2017-07-21,1236.55
2017-07-24,1247.25
2017-07-25,1255.85
2017-07-26,1252
2017-07-27,1245.4
2017-07-28,1262.05
2017-07-31,1259.6
2017-08-01,1266.35
2017-08-02,1267.05
2017-08-03,1266.65
2017-08-04,1261.8
2017-08-07,1269.3
2017-08-08,1257.55
2017-08-09,1261.45
2017-08-10,1267.95
2017-08-11,1278.9
2017-08-14,1288.3
2017-08-16,1281.1
2017-08-17,1270.15
2017-08-18,1285.9
2017-08-21,1295.25
2017-08-22,1287.6
2017-08-23,1285.1
2017-08-24,1286.45
2017-08-25,1285.9
2017-08-29,1287.05
2017-08-30,1323.4
2017-08-31,1310.6
2017-09-01,1305.8
2017-09-04,1318.4
2017-09-05,1334.6
2017-09-06,1331.15
2017-09-07,1340.15
2017-09-08,1340.45
2017-09-11,1350.9
2017-09-12,1338.75
2017-09-13,1326.25
2017-09-14,1332.25
2017-09-15,1323
2017-09-18,1325
2017-09-19,1314.4
2017-09-20,1308.45
2017-09-21,1314.9
2017-09-22,1297.35
2017-09-25,1297
2017-09-26,1295.5
2017-09-27,1306.9
2017-09-28,1291.3
2017-09-29,1284.3
2017-10-02,1286.95
2017-10-03,1273.1
2017-10-04,1270.7
2017-10-05,1275.55
2017-10-06,1278.4
2017-10-09,1268.2
2017-10-10,1282.15
2017-10-11,1289.6
2017-10-12,1290.2
2017-10-13,1294.45
2017-10-16,1293.9
2017-10-17,1305.15
2017-10-18,1289.7
2017-10-19,1280.65
2017-10-20,1283.4
2017-10-23,1280.25
2017-10-24,1275.25
2017-10-25,1278.3
2017-10-26,1273
2017-10-27,1278
2017-10-30,1267.8
2017-10-31,1272.75
2017-11-01,1274.4
2017-11-02,1279.25
2017-11-03,1276.4
2017-11-06,1275.3
2017-11-07,1271.6
2017-11-08,1276.35
2017-11-09,1282.25
2017-11-10,1284
2017-11-13,1284.45
2017-11-14,1278.4
2017-11-15,1273.7
2017-11-16,1285.7
2017-11-17,1277.7
2017-11-20,1283.85
2017-11-21,1292.35
2017-11-22,1280
2017-11-23,1283.95
2017-11-24,1290.15
2017-11-27,1289.15
2017-11-28,1294.7
2017-11-29,1293.9
2017-11-30,1294.85
2017-12-01,1282.15
2017-12-04,1277.25
2017-12-05,1279.1
2017-12-06,1275.9
2017-12-07,1268.55
2017-12-08,1256.8
2017-12-11,1245.85
2017-12-12,1251.4
2017-12-13,1243.4
2017-12-14,1241.6
2017-12-15,1255.6
2017-12-18,1257.25
2017-12-19,1258.65
2017-12-20,1263.1
2017-12-21,1265.95
2017-12-22,1265.85
2017-12-27,1268.05
2017-12-28,1285.4
2017-12-29,1291.6
2018-01-02,1296.5
2018-01-03,1312.8
2018-01-04,1314.6
2018-01-05,1313.7
2018-01-08,1317.9
2018-01-09,1318.8
2018-01-10,1314.95
2018-01-11,1321.65
2018-01-12,1319.85
2018-01-15,1332.9
2018-01-16,1343
2018-01-17,1334.95
2018-01-18,1337.35
2018-01-19,1329.75
2018-01-22,1335.8
2018-01-23,1334.15
2018-01-24,1337.1
2018-01-25,1350.5
2018-01-26,1360.25
2018-01-29,1354.35
2018-01-30,1348.4
2018-01-31,1345.7
2018-02-01,1343.35
2018-02-02,1341.1
2018-02-05,1345
2018-02-06,1337.1
2018-02-07,1344.65
2018-02-08,1328.5
2018-02-09,1311.05
2018-02-12,1316.05
2018-02-13,1321.7
2018-02-14,1329.4
2018-02-15,1330.75
2018-02-16,1353.7
2018-02-19,1358.6
2018-02-20,1347.4
2018-02-21,1337.4
2018-02-22,1328.6
2018-02-23,1323.5
2018-02-26,1328.9
2018-02-27,1339.05
2018-02-28,1332.75
2018-03-01,1320.3
2018-03-02,1311.25
2018-03-05,1316.75
2018-03-06,1326.3
2018-03-07,1324.95
2018-03-08,1332.5
2018-03-09,1325.4
2018-03-12,1319.35
2018-03-13,1317.25
2018-03-14,1318.7
2018-03-15,1324.95
2018-03-16,1323.35
2018-03-19,1320.05
2018-03-20,1311.7
2018-03-21,1312.75
2018-03-22,1316.35
2018-03-23,1328.85
2018-03-26,1342.35
2018-03-27,1348.4
2018-03-28,1350.65
2018-03-29,1341.05
2018-04-03,1323.9
2018-04-04,1336.6
2018-04-05,1343.15
2018-04-06,1327.05
2018-04-09,1325.6
2018-04-10,1328.5
2018-04-11,1335.95
2018-04-12,1345.2
2018-04-13,1345.9
2018-04-16,1340.75
2018-04-17,1344.4
2018-04-18,1342.95
2018-04-19,1346.55
2018-04-20,1347.9
2018-04-23,1340.15
2018-04-24,1328
2018-04-25,1327.35
2018-04-26,1325.7
2018-04-27,1321.9
2018-04-30,1317.7
2018-05-01,1316.25
2018-05-02,1309.2
2018-05-03,1310.75
2018-05-04,1313.3
2018-05-08,1309.35
2018-05-09,1310.05
2018-05-10,1306.85
2018-05-11,1314.8
2018-05-14,1324.8
2018-05-15,1320.7
2018-05-16,1310.05
2018-05-17,1291.75
2018-05-18,1288.85
2018-05-21,1287.2
2018-05-22,1285.85
2018-05-23,1293.9
2018-05-24,1294
2018-05-25,1296.35
2018-05-29,1303.95
2018-05-30,1302.05
2018-05-31,1298.6
2018-06-01,1303.5
2018-06-04,1299.15
2018-06-05,1294.65
2018-06-06,1292.25
2018-06-07,1295.25
2018-06-08,1298.3
2018-06-11,1299.2
2018-06-12,1296.05
2018-06-13,1298.3
2018-06-14,1294.4
2018-06-15,1305.3
2018-06-18,1300.1
2018-06-19,1281.25
2018-06-20,1279
2018-06-21,1273.25
2018-06-22,1263.7
2018-06-25,1269.7
2018-06-26,1269.8
2018-06-27,1257.15
2018-06-28,1256.8
2018-06-29,1250.5
2018-07-02,1250.55
2018-07-03,1249
2018-07-04,1245.85
2018-07-05,1256.9
2018-07-06,1252.5
2018-07-09,1254.2
2018-07-10,1262.6
2018-07-11,1253.7
2018-07-12,1250
2018-07-13,1244.85
2018-07-16,1240.5
2018-07-17,1244.9
2018-07-18,1243.65
2018-07-19,1223.45
2018-07-20,1217.4
2018-07-23,1224.85
2018-07-24,1229.45
2018-07-25,1224.3
2018-07-26,1230.55
2018-07-27,1228.35
2018-07-30,1219.15
2018-07-31,1222.05
2018-08-01,1219.2
2018-08-02,1222.75
2018-08-03,1217.6
2018-08-06,1207.7
2018-08-07,1212
2018-08-08,1215.4
2018-08-09,1212.35
2018-08-10,1215.5
2018-08-13,1211.65
2018-08-14,1204.4
2018-08-15,1195.3
2018-08-16,1186.7
2018-08-17,1179.65
2018-08-20,1176.7
2018-08-21,1188.75
2018-08-22,1194.1
2018-08-23,1196.85
2018-08-24,1187.3
2018-08-28,1189.95
2018-08-29,1212.75
2018-08-30,1204.3
2018-08-31,1202.35
2018-09-03,1206.85
2018-09-04,1201.7
2018-09-05,1195.75
2018-09-06,1194.7
2018-09-07,1204.3
2018-09-10,1200.75
2018-09-11,1195.8
2018-09-12,1194
2018-09-13,1197.8
2018-09-14,1206.65
2018-09-17,1206.2
2018-09-18,1196.8
2018-09-19,1199.4
2018-09-20,1203
2018-09-21,1203
2018-09-24,1207.6
2018-09-25,1198.75
2018-09-26,1199.45
2018-09-27,1198.8
2018-09-28,1196
2018-10-01,1183.5
2018-10-02,1185.3
2018-10-03,1192.65
2018-10-04,1203.5
2018-10-05,1199.45
2018-10-08,1201.1
2018-10-09,1194.8
2018-10-10,1187.4
2018-10-11,1186.4
2018-10-12,1201.1
2018-10-15,1218.75
2018-10-16,1233
2018-10-17,1228.85
2018-10-18,1226.75
2018-10-19,1224.6
2018-10-22,1228.25
2018-10-23,1222.9
2018-10-24,1235.6
2018-10-25,1231.65
2018-10-26,1232.15
2018-10-29,1236.05
2018-10-30,1230.75
2018-10-31,1220
2018-11-01,1217.7
2018-11-02,1223.25
2018-11-05,1235.5
2018-11-06,1231.6
2018-11-07,1234.85
2018-11-08,1235.05
2018-11-09,1223.45
2018-11-12,1219.05
2018-11-13,1207.05
2018-11-14,1197.55
2018-11-15,1201.45
2018-11-16,1210.6
2018-11-19,1215.8
2018-11-20,1223.55
2018-11-21,1223.1
2018-11-22,1224
2018-11-23,1228.25
2018-11-26,1222.15
2018-11-27,1226.65
2018-11-28,1225.05
2018-11-29,1213.2
2018-11-30,1226.45
2018-12-03,1220.45
2018-12-04,1231.05
2018-12-05,1239.25
2018-12-06,1236.15
2018-12-07,1236.45
2018-12-10,1241.2
2018-12-11,1246.8
2018-12-12,1248.25
2018-12-13,1244.75
2018-12-14,1244.45
2018-12-17,1239.15
2018-12-18,1239.1
2018-12-19,1248.8
2018-12-20,1248.6
2018-12-21,1255
2018-12-24,1257.6
2018-12-27,1261.25
2018-12-28,1271.1
2018-12-31,1277.25
2019-01-02,1281.65
2019-01-03,1287.2
2019-01-04,1287.95
2019-01-07,1290.35
2019-01-08,1291.5
2019-01-09,1283.9
2019-01-10,1281.3
2019-01-11,1292.4
2019-01-14,1292.8
2019-01-15,1293.7
2019-01-16,1289.35
2019-01-17,1290.5
2019-01-18,1294
2019-01-21,1285.05
2019-01-22,1278.7
2019-01-23,1284.75
2019-01-24,1284.9
2019-01-25,1279.75
2019-01-28,1282.95
2019-01-29,1301
2019-01-30,1308.35
2019-01-31,1312.95
2019-02-01,1322.5
2019-02-04,1320.75
2019-02-05,1311
2019-02-06,1314
2019-02-07,1313.35
2019-02-08,1306.6
2019-02-11,1311.1
2019-02-12,1306.75
2019-02-13,1311.6
2019-02-14,1311.15
2019-02-15,1305.65
2019-02-18,1318
2019-02-19,1323.95
2019-02-20,1329.55
2019-02-21,1345.75
2019-02-22,1335.05
2019-02-25,1322.25
2019-02-26,1329.15
2019-02-27,1327.55
2019-02-28,1326.45
2019-03-01,1325.45
2019-03-04,1309.95
2019-03-05,1287.45
2019-03-06,1285
2019-03-07,1285.55
2019-03-08,1286.4
2019-03-11,1294.1
2019-03-12,1296.35
2019-03-13,1296.95
2019-03-14,1308.4
2019-03-15,1299.2
2019-03-18,1302.65
2019-03-19,1305.35
2019-03-20,1308.35
2019-03-21,1303
2019-03-22,1317.3
2019-03-25,1311.1
2019-03-26,1319.35
2019-03-27,1315.25
2019-03-28,1318.25
2019-03-29,1306.9
2019-04-01,1291.15
2019-04-02,1291.9
2019-04-03,1287.2
2019-04-04,1291.85
2019-04-05,1291.6
2019-04-08,1288.9
2019-04-09,1297.1
2019-04-10,1301.85
2019-04-11,1304.8
2019-04-12,1304.65
2019-04-15,1296.15
2019-04-16,1286.75
2019-04-17,1283.75
2019-04-18,1276.1
2019-04-23,1276.5
2019-04-24,1273.45
2019-04-25,1273.8
2019-04-26,1277.85
2019-04-29,1281.5
2019-04-30,1282.15
2019-05-01,1285.15
2019-05-02,1281.8
2019-05-03,1271.45
2019-05-07,1270.05
2019-05-08,1281.3
2019-05-09,1287.75
2019-05-10,1284.1
2019-05-13,1285.4
2019-05-14,1282.95
2019-05-15,1297.6
2019-05-16,1298.9
2019-05-17,1295.55
2019-05-20,1285.8
2019-05-21,1275.25
2019-05-22,1276
2019-05-23,1274
2019-05-24,1275.95
2019-05-28,1281.5
2019-05-29,1283.9
2019-05-30,1283.5
2019-05-31,1276.45
2019-06-03,1296
2019-06-04,1313.95
2019-06-05,1323.6
2019-06-06,1337.75
2019-06-07,1336.65
2019-06-10,1334.3
2019-06-11,1328.6
2019-06-12,1322.65
2019-06-13,1336.65
2019-06-14,1335.8
2019-06-17,1352.45
2019-06-18,1333.2
2019-06-19,1344.55
2019-06-20,1342.4
2019-06-21,1381.65
2019-06-24,1388.35
2019-06-25,1405.45
2019-06-26,1429.55
2019-06-27,1406.75
2019-06-28,1402.25
2019-07-01,1413.2
2019-07-02,1390.05
2019-07-03,1393.1
2019-07-04,1425.1
2019-07-05,1415.25
2019-07-08,1414.4
2019-07-09,1404.9
2019-07-10,1387.9
2019-07-11,1395.45
2019-07-12,1423.1
2019-07-15,1405.6
2019-07-16,1416.25
2019-07-17,1416.1
2019-07-18,1400.8
2019-07-19,1420.9
2019-07-22,1437.05
2019-07-23,1424.45
2019-07-24,1417.55
2019-07-25,1425.55
2019-07-26,1426.35
2019-07-29,1418.25
2019-07-30,1418.95
2019-07-31,1428.45
2019-08-01,1430.55
2019-08-02,1406.4
2019-08-05,1436.05
2019-08-06,1457.45
2019-08-07,1461.85
2019-08-08,1487.65
2019-08-09,1497.4
2019-08-12,1503.5
2019-08-13,1501.95
2019-08-14,1527.2
2019-08-15,1500.35
2019-08-16,1517.65
2019-08-19,1509.05
2019-08-20,1499.35
2019-08-21,1502.65
2019-08-22,1499.65
2019-08-23,1498.7
2019-08-27,1495.5
2019-08-28,1531.85
2019-08-29,1541.75
2019-08-30,1536.65
2019-09-02,1526.55
2019-09-03,1523.35
2019-09-04,1532.45
2019-09-05,1538.8
2019-09-06,1542.6
2019-09-09,1504.95
2019-09-10,1509.95
2019-09-11,1494.6
2019-09-12,1493.65
2019-09-13,1502.95
2019-09-16,1506.3
2019-09-17,1502.05
2019-09-18,1499.3
2019-09-19,1502.2
2019-09-20,1498.4
2019-09-23,1504.1
2019-09-24,1519.5
2019-09-25,1520.25
2019-09-26,1530.85
2019-09-27,1507.05
2019-09-30,1496.15
2019-10-01,1487.6
2019-10-02,1466.1
2019-10-03,1484.05
2019-10-04,1504
2019-10-07,1509.5
2019-10-08,1502.15
2019-10-09,1500
2019-10-10,1503.4
2019-10-11,1508.2
2019-10-14,1498.35
2019-10-15,1494.2
2019-10-16,1494.75
2019-10-17,1482.55
2019-10-21,1484.45
2019-10-22,1490.85
2019-10-23,1487.45
2019-10-24,1494.25
2019-10-25,1488.85
2019-10-28,1504.65
2019-10-29,1505.05
2019-10-30,1492.75
2019-10-31,1490.15
2019-11-01,1506.4
2019-11-04,1509.85
2019-11-05,1509.2
2019-11-06,1504.6
2019-11-07,1488.55
2019-11-08,1484.1
2019-11-11,1466.85
2019-11-12,1465.5
2019-11-13,1455
2019-11-14,1463.45
2019-11-15,1467.65
2019-11-18,1465.6
2019-11-19,1458.4
2019-11-20,1464.9
2019-11-21,1475.7
2019-11-22,1468.9
2019-11-25,1471.3
2019-11-26,1459.45
2019-11-27,1457.65
2019-11-28,1459.8
2019-11-29,1457.55
2019-12-02,1456.35
2019-12-03,1457.5
2019-12-04,1470.4
2019-12-05,1475.85
2019-12-06,1474.6
2019-12-09,1474.85
2019-12-10,1463.6
2019-12-11,1464.45
2019-12-12,1468.05
2019-12-13,1474.7
2019-12-16,1470.6
2019-12-17,1477.4
2019-12-18,1478.4
2019-12-19,1478.9
2019-12-20,1474.4
2019-12-23,1476.9
2019-12-24,1483.95
2019-12-27,1490.85
2019-12-30,1510.6
2019-12-31,1511.5
2020-01-02,1523
2020-01-03,1520.55
2020-01-06,1547.4
2020-01-07,1576.85
2020-01-08,1566.5
2020-01-09,1582.85
2020-01-10,1547.85
2020-01-13,1548.8
2020-01-14,1550.35
2020-01-15,1544.95
2020-01-16,1551.9
2020-01-17,1555.2
2020-01-20,1556.5
2020-01-21,1559.25
2020-01-22,1556.25
2020-01-23,1558.1
2020-01-24,1554.05
2020-01-27,1561.85
2020-01-28,1583.45
2020-01-29,1579.6
2020-01-30,1571.2
2020-01-31,1580.4
2020-02-03,1580.85
2020-02-04,1578.85
2020-02-05,1571.2
2020-02-06,1552.2
2020-02-10,1564.75
2020-02-11,1574.05
2020-02-12,1567.7
2020-02-13,1566.75
2020-02-14,1575
2020-02-17,1576.35
2020-02-18,1580.3
2020-02-19,1588.2
2020-02-20,1609.5
2020-02-21,1610.35
2020-02-24,1633.7
2020-02-25,1682.35
2020-02-26,1655.9
2020-02-27,1647.95
2020-02-28,1646.6
2020-03-02,1626.35
2020-03-03,1609.7
2020-03-04,1599.05
2020-03-05,1644.8
2020-03-06,1647.45
2020-03-09,1687
2020-03-10,1676.6
2020-03-11,1657.4
2020-03-12,1662.5
2020-03-13,1636.65
2020-03-16,1588.15
2020-03-17,1504.65
2020-03-18,1472.35
2020-03-19,1506
2020-03-20,1480.7
2020-03-23,1504.45
2020-03-24,1494.5
2020-03-25,1599.5
2020-03-26,1620.95
2020-03-27,1620.1
2020-03-30,1621.2
2020-03-31,1624.45
2020-04-01,1604.65
2020-04-02,1594.25
2020-04-03,1588.05
2020-04-06,1609.75
2020-04-07,1636.6
2020-04-08,1652.2
2020-04-09,1649.05
2020-04-14,1662.5
2020-04-15,1715.85
2020-04-16,1712.25
2020-04-17,1717.85
2020-04-20,1693.15
2020-04-21,1684.95
2020-04-22,1678.6
2020-04-23,1702.65
2020-04-24,1727.55
2020-04-27,1727.25
2020-04-28,1717.25
2020-04-29,1708.1
2020-04-30,1706
2020-05-01,1716.75
2020-05-04,1673.05
2020-05-05,1703.7
2020-05-06,1696.3
2020-05-07,1698.9
2020-05-11,1688.65
2020-05-12,1698.8
2020-05-13,1703.45
2020-05-14,1699.85
2020-05-15,1716.4
2020-05-18,1734.85
2020-05-19,1756.9
2020-05-20,1735.25
2020-05-21,1750.05
2020-05-22,1732.8
2020-05-26,1732.45
2020-05-27,1722.75
2020-05-28,1705.15
2020-05-29,1723.3
2020-06-01,1725.65
2020-06-02,1734.8
2020-06-03,1740.25
2020-06-04,1717.6
2020-06-05,1706.45
2020-06-08,1709.55
2020-06-09,1692
2020-06-10,1707.5
2020-06-11,1717.65
2020-06-12,1731.9
2020-06-15,1735.85
2020-06-16,1710.4
2020-06-17,1728.35
2020-06-18,1717.3
2020-06-19,1732.65
2020-06-22,1728.55
2020-06-23,1745.45
2020-06-24,1756.6
2020-06-25,1775.7
2020-06-26,1758.55
2020-06-29,1762.1
2020-06-30,1768.8
2020-07-01,1770.7
2020-07-02,1787.4
2020-07-03,1771.85
2020-07-06,1774.65
2020-07-07,1774.4
2020-07-08,1775.5
2020-07-09,1799.35
2020-07-10,1812.45
2020-07-13,1805.75
2020-07-14,1808.05
2020-07-15,1798.2
2020-07-16,1809.3
2020-07-17,1804.6
2020-07-20,1802.9
2020-07-21,1810.3
2020-07-22,1823.2
2020-07-23,1851
2020-07-24,1882.35
2020-07-27,1893.85
2020-07-28,1940.55
2020-07-29,1931.65
2020-07-30,1954.35
2020-07-31,1952.2
2020-08-03,1974.7
2020-08-04,1972.95
2020-08-05,1972.25
2020-08-06,2034.45
2020-08-07,2049.15
2020-08-10,2061.5
2020-08-11,2030.3
2020-08-12,1996.6
2020-08-13,1931.7
2020-08-14,1931
2020-08-17,1948.3
2020-08-18,1949.85
2020-08-19,2005.15
2020-08-20,1993.15
2020-08-21,1928.05
2020-08-24,1932.85
2020-08-25,1947.55
2020-08-26,1925.45
2020-08-27,1918.5
2020-08-28,1938.8
2020-09-01,1955.85
2020-09-02,1987.95
2020-09-03,1969
2020-09-04,1934.1
2020-09-07,1937.6
2020-09-08,1928.4
2020-09-09,1920.6
2020-09-10,1928.4
2020-09-11,1944.8
2020-09-14,1944.5
2020-09-15,1942.3
2020-09-16,1963.55
2020-09-17,1964.8
2020-09-18,1936.1
2020-09-21,1954.75
2020-09-22,1930.9
2020-09-23,1903.1
2020-09-24,1888.1
2020-09-25,1850.75
2020-09-28,1870.05
2020-09-29,1850.95
2020-09-30,1882.4
2020-10-05,1906.4
